"","mode","pre.weight","post.weight","pay.attention.politics","interest.campaigns","voted.primary","primary.vote.choice","already.voted","vote.choice","vote.intention","voted.2016","vote.choice.2016","vote.choice.2012","country.right.track","approve.congress","approve.president","approve.president.covid","therm.biden","therm.trump","therm.dem","therm.rep","ideology7","ideology.biden","ideology.trump","ideology.dem","ideology.rep","vote.duty.choice","party.id","trust.in.people","religion","how.often.religion","age","education","weeks.worked","race","gender","income","know1","know2","know3","know4","knowledge.quiz"
"3368","web",1.60780524256552,1.55921733966906,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",80,0,50,10,"Slightly conservative","Slightly liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Not strong Democrat","Most of the time","Roman Catholic","Once or twice a month",56,"BA",NA,"White, non-Hispanic","Male",250,1,1,1,1,4
"3369","web",0.69454767402902,0.562318785565673,"Some of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,85,60,NA,"Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative","Mainly duty","Strong Democrat","Some of the time","Mainline Protestant","Almost every week",70,"Less than BA",NA,"White, non-Hispanic","Female",25,0,0,0,1,1
"3370","web",0.444208527045029,0.744239478978433,"Some of the time",NA,"Yes",NA,"No","Other",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",0,0,50,0,"Liberal","Conservative","Extremely conservative","Slightly liberal","Extremely conservative","Mainly choice","Strong Democrat","Never","Other religion",NA,38,"Less than BA",NA,"Native American","Female",40,0,0,0,1,1
"3371","web",0.134566589693443,0.0942601421991703,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Obama","Yes","Approve strongly","Approve strongly","Approve strongly",0,100,0,100,"Conservative","Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Strong Republican","Most of the time","Roman Catholic",NA,75,NA,NA,"White, non-Hispanic","Female",5,0,0,1,0,1
"3372","web",0.536055378683097,0.54515437849968,"About half of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Moderate; middle of the road","Conservative","Extremely liberal","Conservative","Extremely liberal","Mainly duty","Strong Democrat","Most of the time","Mainline Protestant","Almost every week",36,NA,NA,"Asian/Hawaiian/Pacific-Islander","Female",150,1,1,1,1,4
"3373","web",3.85364303188039,3.99649344860487,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",15,65,10,60,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Lean Republican","About hald the time","Evangelical Protestant",NA,49,"High school",4,"White, non-Hispanic","Male",110,0,0,1,1,2
"3374","web",1.11170379779029,1.11304502626398,"About half of the time","Very much interested","Yes",NA,"No","Trump",NA,"No",NA,NA,"Yes","Dissaprove not strongly","Approve strongly","Approve not strongly",0,85,15,85,"Conservative","Liberal","Moderate; middle of the road","Extremely liberal","Slightly conservative",NA,"Not strong Republican","About hald the time","Other Christian","A few times a year",28,"Less than BA",NA,"Multiple races, non-Hispanic","Male",50,1,0,0,0,1
"3375","web",0.727194944003346,1.22979026766955,"About half of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No",NA,"Disapprove strongly","Disapprove strongly",30,0,60,15,"Liberal","Slightly conservative","Extremely conservative","Slightly liberal","Extremely conservative","Mainly choice","Independent","Some of the time","Jewish",NA,56,"Less than BA",50,"White, non-Hispanic","Male",NA,NA,NA,1,1,NA
"3376","web",0.940416545800145,0.79757383196331,"About half of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,0,70,30,"Liberal","Slightly liberal","Conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","About hald the time","Not religious",NA,28,"BA",NA,"White, non-Hispanic","Female",35,1,0,0,1,2
"3377","web",0.263424752197744,0.20610609718941,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Trump","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Moderate; middle of the road","Extremely conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant",NA,69,"Less than BA",10,"White, non-Hispanic","Female",30,0,0,1,1,2
"3378","web",0.95583099066801,0.723810844369026,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Slightly liberal","Slightly liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Roman Catholic",NA,67,"High school",NA,"White, non-Hispanic","Female",40,1,0,0,1,2
"3379","web",2.37278971008226,3.99349705227183,"Most of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",85,0,85,50,NA,"Slightly liberal","Extremely conservative","Liberal","Conservative","Mainly duty","Lean Democrat","Some of the time","Other Christian",NA,18,"High school",NA,"Hispanic","Female",10,0,0,0,0,0
"3380","web",1.28486255915492,1.11405321387081,"Most of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Other","Romney","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,15,15,"Liberal","Moderate; middle of the road","Conservative","Extremely liberal","Conservative",NA,"Independent","Most of the time","Not religious",NA,80,"BA",NA,"White, non-Hispanic","Female",150,1,0,1,1,3
"3381","web",0.888594277874216,1.07562419292898,"About half of the time","Very much interested","No",NA,"No","Trump",NA,NA,NA,NA,"No","Disapprove strongly","Dissaprove not strongly","Approve not strongly",0,40,0,60,"Slightly conservative","Liberal","Conservative","Extremely liberal","Conservative",NA,"Lean Republican","Most of the time","Not religious","Never",36,"Less than BA",NA,"White, non-Hispanic","Male",110,0,0,1,1,2
"3382","web",0.190362262145318,0.142474785547336,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,30,"Slightly liberal","Slightly liberal","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Strong Democrat","About hald the time",NA,NA,74,NA,NA,NA,NA,NA,0,0,0,1,1
"3383","web",0.189425357791231,0.272426516857512,"About half of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Disapprove strongly","Approve strongly","Approve strongly",NA,NA,NA,NA,"Moderate; middle of the road","Extremely liberal","Conservative","Extremely liberal","Extremely conservative","Neither duty or choice","Strong Republican","About hald the time","Not religious",NA,66,"High school",NA,"White, non-Hispanic","Female",20,0,0,0,1,1
"3384","web",0.383830431613261,0.197197424189075,"Most of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",95,0,78,0,"Moderate; middle of the road","Slightly liberal","Slightly conservative","Liberal","Conservative","Mainly duty","Strong Democrat","About hald the time","Roman Catholic","Once or twice a month",41,NA,NA,"Hispanic","Female",5,1,1,0,0,2
"3385","web",1.87083273428599,1.85308820407591,"About half of the time","Very much interested","No",NA,"No","Biden",NA,NA,NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,85,0,"Moderate; middle of the road","Extremely conservative","Extremely liberal","Slightly liberal","Slightly liberal","Neither duty or choice","Strong Democrat","Never","Black Protestant",NA,29,"High school",30,"Multiple races, non-Hispanic","Female",5,0,0,0,0,0
"3386","web",0.22095575935788,0.223215356342848,"Never",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Approve strongly",85,0,50,50,NA,"Moderate; middle of the road","Moderate; middle of the road","Liberal","Liberal",NA,"Independent","Never","Mainline Protestant",NA,42,"Less than high school",NA,"White, non-Hispanic","Female",10,0,1,0,1,2
"3387","web",0.302259399025703,0.228672104466826,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Romney","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,60,40,"Slightly conservative","Moderate; middle of the road","Extremely conservative","Liberal","Conservative","Mainly duty","Independent","About hald the time","Not religious",NA,74,NA,NA,"White, non-Hispanic","Male",80,1,1,1,1,4
"3388","web",0.621567743403619,0.923059808345029,"Most of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve not strongly","Disapprove strongly","Dissaprove not strongly",85,NA,100,0,NA,"Extremely conservative","Extremely conservative","Extremely liberal","Extremely liberal",NA,"Strong Democrat","Most of the time","Mainline Protestant","Every week",33,"Less than high school",2,"Black, non-Hispanic","Female",5,0,0,0,1,1
"3389","web",0.593309518296795,0.500393999773592,"Some of the time",NA,"No",NA,"No","Biden",NA,"No",NA,"Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,60,50,NA,"Slightly liberal","Extremely conservative","Slightly liberal","Conservative",NA,"Not strong Democrat","Some of the time","Evangelical Protestant",NA,33,"Less than BA",NA,"Black, non-Hispanic","Female",90,1,0,1,1,3
"3390","web",0.408657253035673,0.357052654436318,"About half of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Trump",NA,"No","Approve not strongly","Disapprove strongly","Disapprove strongly",NA,NA,NA,NA,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Slightly conservative","Extremely liberal",NA,"Strong Democrat","About hald the time","Roman Catholic","A few times a year",56,"Less than BA",NA,"Multiple races, non-Hispanic","Female",25,0,1,0,1,2
"3391","web",0.264886639434295,0.181726489619718,"Most of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,"Moderate; middle of the road","Slightly liberal","Extremely conservative","Moderate; middle of the road","Conservative",NA,"Not strong Democrat","About hald the time","Mainline Protestant",NA,61,"Less than BA",NA,"Black, non-Hispanic","Female",35,0,0,0,1,1
"3392","web",0.840499697261951,0.808161813913672,"Some of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump",NA,"Yes","Dissaprove not strongly","Approve strongly","Approve not strongly",15,85,40,100,"Extremely conservative","Extremely liberal","Slightly conservative","Slightly liberal","Slightly conservative",NA,"Strong Republican","Some of the time","Other Christian","Every week",29,"BA",NA,"Hispanic","Female",80,0,1,1,1,3
"3393","web",1.21207209195312,0.94428049647228,"Always","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton",NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,70,0,"Moderate; middle of the road","Liberal","Slightly liberal","Liberal","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Not religious",NA,47,NA,NA,"White, non-Hispanic","Male",45,1,0,1,1,3
"3394","web",0.763278774154916,NA,"Never","Very much interested","Yes",NA,"No","Other",NA,"Yes","Other","Other","No","Dissaprove not strongly","Approve not strongly","Approve not strongly",50,0,0,0,NA,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Neither duty or choice","Independent","Never","Other religion","Once or twice a month",51,"Less than high school",NA,"Native American","Female",5,0,0,1,0,1
"3395","web",1.12566684569131,0.977043281849734,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"Yes","Dissaprove not strongly","Approve not strongly","Dissaprove not strongly",30,70,70,30,"Liberal","Liberal","Slightly liberal","Liberal","Conservative",NA,"Not strong Democrat","About hald the time","Other Christian","Almost every week",24,"BA",NA,"White, non-Hispanic","Female",35,0,1,1,0,2
"3396","web",0.837789158906349,0.709137037633809,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,0,"Liberal","Slightly liberal","Extremely conservative","Slightly liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Not religious",NA,66,NA,NA,"White, non-Hispanic","Female",150,0,1,1,1,3
"3397","web",0.674785970266597,0.584917677420193,"Always","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",67,0,65,0,"Liberal","Moderate; middle of the road","Extremely conservative","Moderate; middle of the road","Extremely conservative","Mainly duty","Not strong Democrat","Most of the time","Not religious",NA,53,"BA",NA,"White, non-Hispanic","Male",60,1,0,1,1,3
"3398","web",0.20536045881178,0.321095028326324,"About half of the time",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"No","Approve not strongly","Disapprove strongly","Dissaprove not strongly",50,NA,50,30,NA,"Moderate; middle of the road","Slightly liberal","Moderate; middle of the road","Moderate; middle of the road","Mainly choice","Not strong Democrat","Some of the time","Mainline Protestant",NA,57,"High school",NA,"White, non-Hispanic","Female",10,0,0,0,1,1
"3399","web",2.386239366554,2.24737155486099,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Obama","No","Dissaprove not strongly","Approve strongly","Approve strongly",0,100,0,85,NA,"Liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","Most of the time","Roman Catholic",NA,49,"Less than BA",30,"White, non-Hispanic","Female",110,1,0,1,1,3
"3400","web",1.41968554719808,1.40079099138708,"Always","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",80,0,60,30,"Liberal","Slightly liberal","Extremely conservative","Slightly liberal","Conservative","Mainly choice","Not strong Democrat","Most of the time","Undifferentiated Protestant",NA,46,"Less than BA",NA,"White, non-Hispanic","Male",110,0,0,1,1,2
"3401","web",0.52986731959304,0.861128188737534,"Some of the time",NA,"No",NA,"No","Other",NA,"No",NA,NA,"No","Approve not strongly","Disapprove strongly","Approve strongly",60,0,50,0,NA,"Slightly liberal","Liberal","Moderate; middle of the road","Moderate; middle of the road",NA,"Lean Democrat","Some of the time","Other religion",NA,37,"High school",11,"White, non-Hispanic","Male",5,0,0,1,0,1
"3402","web",0.505210353964319,0.495386477275852,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",80,0,80,4,"Liberal","Slightly liberal","Conservative","Slightly liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Jewish",NA,39,"BA",NA,"White, non-Hispanic","Male",150,1,0,1,1,3
"3403","web",2.12694273008249,3.86799788593552,"Some of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,60,0,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Independent","Most of the time","Not religious",NA,18,"High school",48,"White, non-Hispanic","Female",70,0,1,0,0,1
"3404","web",0.369137519150618,0.305374213703548,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",95,0,85,5,"Extremely liberal","Liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant",NA,79,NA,NA,"White, non-Hispanic","Male",150,1,1,1,1,4
"3405","web",0.696973217284621,0.709224830593135,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,30,40,15,"Slightly liberal","Slightly liberal","Conservative","Liberal","Extremely conservative","Mainly choice","Not strong Democrat","About hald the time","Not religious",NA,39,"Less than BA",NA,"White, non-Hispanic","Male",100,0,1,1,1,3
"3406","web",0.41477883434452,0.349891355233998,"Always",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,NA,"Extremely liberal",NA,"Extremely liberal","Extremely conservative",NA,"Strong Republican","Some of the time","Undifferentiated Protestant","Never",67,"Less than high school",NA,"White, non-Hispanic","Female",NA,0,0,1,1,2
"3407","web",0.28173782715123,0.239021397790327,"Some of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,15,"Liberal","Liberal","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Strong Democrat","Some of the time","Roman Catholic",NA,NA,"BA",NA,"White, non-Hispanic","Female",NA,NA,NA,NA,NA,NA
"3408","web",1.25036048525166,1.34392421359841,"Most of the time",NA,"Yes",NA,"Yes","Trump",NA,"Yes","Trump","Romney","No","Approve not strongly","Approve strongly","Approve strongly",0,85,15,70,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Strong Republican","Some of the time","Evangelical Protestant",NA,40,"Less than BA",12,"White, non-Hispanic","Female",150,0,0,0,1,1
"3409","web",0.281916206239717,0.376061768723129,"Some of the time",NA,"Yes",NA,"No","Biden",NA,"No",NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",100,0,50,50,NA,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road",NA,"Independent","Never","Evangelical Protestant","A few times a year",36,"Less than BA",NA,"Black, non-Hispanic","Male",15,0,0,1,1,2
"3410","web",0.560263358008518,0.41366436123734,"Some of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,60,50,"Moderate; middle of the road","Extremely conservative",NA,"Liberal","Extremely conservative",NA,"Not strong Democrat","Most of the time","Roman Catholic",NA,65,NA,NA,"Hispanic","Female",80,1,0,1,1,3
"3411","web",0.434228219926406,0.372434481984389,"Most of the time",NA,"Yes",NA,"Yes","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,15,70,0,"Liberal","Moderate; middle of the road","Slightly conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Not religious","A few times a year",31,NA,36,"White, non-Hispanic","Female",35,1,1,1,1,4
"3412","web",0.411569428534056,0.279385401150708,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Liberal","Slightly liberal","Extremely conservative","Slightly liberal","Conservative",NA,"Lean Democrat","Some of the time","Other religion",NA,71,"BA",NA,"Multiple races, non-Hispanic","Female",30,0,0,1,1,2
"3413","web",2.25468784018213,2.5165300048433,"Most of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton",NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",85,0,70,30,"Liberal","Liberal","Extremely conservative","Extremely liberal","Extremely conservative","Mainly duty","Not strong Democrat","Most of the time","Other Christian",NA,23,"Less than BA",11,"White, non-Hispanic","Female",250,0,0,1,1,2
"3414","web",0.654027216404517,0.504278796541907,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",95,0,70,15,"Slightly liberal","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Not religious",NA,75,"Less than BA",NA,"White, non-Hispanic","Male",60,1,1,1,1,4
"3415","web",1.25751052418986,1.36364925467383,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",85,0,80,20,"Liberal","Slightly liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Not religious",NA,29,"BA",NA,"White, non-Hispanic","Female",250,0,1,1,1,3
"3416","web",1.54188310184138,2.78476464056286,"Most of the time","Very much interested","No",NA,"No",NA,NA,"No",NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",40,0,55,3,"Slightly liberal","Moderate; middle of the road","Conservative","Slightly liberal","Extremely conservative","Neither duty or choice","Lean Democrat","Most of the time","Not religious",NA,26,"High school",NA,"Hispanic","Female",30,1,0,0,1,2
"3417","web",0.846227993975253,0.845494704239214,"About half of the time",NA,"Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Dissaprove not strongly","Approve strongly","Approve strongly",15,100,30,85,"Conservative","Liberal","Slightly conservative","Extremely liberal","Conservative",NA,"Strong Republican","Most of the time","Mainline Protestant","Almost every week",41,"BA",NA,"White, non-Hispanic","Female",110,1,0,0,0,1
"3418","web",0.292241545264113,0.258787531274272,"Most of the time",NA,"Yes",NA,"Yes","Trump",NA,"Yes","Trump","Other","Yes","Disapprove strongly","Approve strongly","Approve not strongly",0,70,30,30,"Moderate; middle of the road","Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Conservative",NA,"Independent","Some of the time","Evangelical Protestant","Once or twice a month",57,"Less than high school",NA,"White, non-Hispanic","Male",5,0,0,0,1,1
"3419","web",2.87393023132481,2.41963785216604,"About half of the time",NA,"No",NA,"No","Biden",NA,NA,"Trump","Obama","No","Disapprove strongly","Dissaprove not strongly","Disapprove strongly",70,70,60,40,"Moderate; middle of the road","Moderate; middle of the road","Slightly conservative","Liberal","Conservative",NA,"Not strong Democrat","Some of the time","Roman Catholic","A few times a year",59,"High school",12,"White, non-Hispanic","Male",150,1,0,1,1,3
"3420","web",1.44638345633034,1.47565646722276,"Most of the time","Very much interested","No",NA,"Yes","Other",NA,NA,"Clinton",NA,"No","Approve not strongly",NA,NA,NA,NA,NA,NA,NA,NA,"Conservative",NA,NA,NA,"Independent","Most of the time",NA,NA,NA,"BA",NA,NA,"Female",NA,0,0,0,0,0
"3421","web",1.07061833483273,NA,"Most of the time",NA,"No",NA,"No","Trump",NA,"No",NA,NA,"No","Disapprove strongly","Approve strongly","Approve strongly",30,85,30,85,"Conservative","Liberal","Conservative","Extremely liberal","Extremely conservative","Mainly duty","Not strong Republican","Most of the time","Other Christian","Almost every week",23,"BA",32,"White, non-Hispanic","Male",25,0,1,1,1,3
"3422","web",1.07451934059157,0.93746577700707,"Most of the time","Very much interested","No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,30,60,"Extremely conservative","Extremely liberal","Extremely conservative","Liberal","Conservative","Mainly choice","Strong Republican","Some of the time","Roman Catholic",NA,25,"High school",40,"White, non-Hispanic","Male",35,0,0,1,1,2
"3423","web",2.50018795425169,2.41341108924176,"About half of the time","Very much interested","Yes",NA,"Yes","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,30,70,30,"Liberal","Liberal","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Strong Democrat","Some of the time","Mainline Protestant",NA,57,"BA",NA,"Black, non-Hispanic","Male",175,1,0,1,1,3
"3424","web",0.462933234377404,0.391672904492277,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,0,"Liberal","Liberal","Extremely conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Jewish","Once or twice a month",66,NA,5,"White, non-Hispanic","Male",100,1,1,1,1,4
"3425","web",0.0930231447018832,0.0723478115974202,"About half of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",NA,NA,NA,NA,"Moderate; middle of the road","Slightly liberal","Slightly conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Some of the time","Roman Catholic","Once or twice a month",80,"Less than BA",NA,"White, non-Hispanic","Female",NA,0,0,1,1,2
"3426","web",1.29891584051912,2.15435928127103,"About half of the time",NA,"No",NA,"No","Biden",NA,NA,NA,"Obama","No","Dissaprove not strongly","Dissaprove not strongly","Disapprove strongly",85,30,70,15,NA,"Moderate; middle of the road","Slightly conservative","Moderate; middle of the road","Conservative","Mainly duty","Not strong Democrat","About hald the time","Black Protestant",NA,58,"Less than BA",NA,"Black, non-Hispanic","Female",100,0,0,0,1,1
"3427","web",0.381282112029189,0.285352186686241,"About half of the time",NA,"Yes",NA,"Yes","Trump",NA,NA,"Trump","Obama","No","Approve not strongly","Dissaprove not strongly","Disapprove strongly",NA,50,50,50,"Moderate; middle of the road","Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Independent","About hald the time","Roman Catholic","Once or twice a month",38,"BA",NA,"White, non-Hispanic","Female",NA,0,0,1,1,2
"3428","web",0.397580556512352,0.381703335552867,"Some of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",NA,NA,NA,NA,NA,"Moderate; middle of the road","Conservative","Moderate; middle of the road","Conservative","Mainly duty","Strong Republican","Some of the time","Roman Catholic","Every week",NA,"High school",NA,"White, non-Hispanic","Female",30,0,0,1,1,2
"3429","web",1.08671755104402,1.08500924724578,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,0,"Liberal","Liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Not religious",NA,54,"BA",NA,"White, non-Hispanic","Female",175,1,0,1,1,3
"3430","web",0.94846999958684,0.958368154405101,"Always","Very much interested","No",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Approve strongly","Approve strongly","Approve strongly",0,100,0,100,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative",NA,"Strong Republican","About hald the time","Evangelical Protestant","Every week",57,"BA",NA,"White, non-Hispanic","Male",250,1,1,1,1,4
"3431","web",0.664202293051974,0.51845108288393,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve not strongly",0,85,0,85,"Conservative","Liberal","Conservative","Extremely liberal","Conservative","Mainly choice","Strong Republican","Most of the time","Mainline Protestant",NA,77,NA,NA,"White, non-Hispanic","Male",NA,1,1,1,1,4
"3432","web",0.719613107341653,0.7364631946533,"Most of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Romney","No","Disapprove strongly","Disapprove strongly","Dissaprove not strongly",60,0,60,30,"Moderate; middle of the road","Liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Not strong Democrat","Some of the time","Mainline Protestant","Almost every week",40,"Less than BA",NA,"White, non-Hispanic","Male",100,1,1,1,1,4
"3433","web",0.448487211448133,0.35783168890821,"Most of the time","Very much interested","Yes",NA,"Yes","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",40,0,30,0,"Moderate; middle of the road","Slightly liberal","Moderate; middle of the road","Moderate; middle of the road","Extremely conservative",NA,"Strong Democrat","About hald the time","Mainline Protestant",NA,58,"BA",50,"Black, non-Hispanic","Female",20,0,0,0,1,1
"3434","web",0.748150072411964,0.644705698257275,"Most of the time","Very much interested","No",NA,"No","Trump",NA,"No",NA,NA,"Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,"Conservative","Moderate; middle of the road","Conservative","Extremely liberal","Moderate; middle of the road","Mainly choice","Strong Republican","About hald the time","Other Christian",NA,70,"Less than BA",NA,"White, non-Hispanic","Male",50,1,1,1,1,4
"3435","web",0.644081519404015,0.644565328928787,"Some of the time",NA,"Yes",NA,"Yes","Trump",NA,NA,NA,NA,"No","Dissaprove not strongly","Approve not strongly","Disapprove strongly",NA,60,40,60,"Moderate; middle of the road","Extremely liberal","Conservative","Extremely liberal","Extremely conservative","Neither duty or choice","Lean Republican","Most of the time","Roman Catholic","Once or twice a month",35,NA,NA,"Asian/Hawaiian/Pacific-Islander","Female",250,0,0,1,1,2
