"","Geo_FIPS","Geo_GEOID","Geo_NAME","Geo_QName","Geo_STUSAB","Geo_SUMLEV","Geo_GEOCOMP","Geo_FILEID","Geo_LOGRECNO","Geo_US","Geo_REGION","Geo_DIVISION","Geo_STATECE","Geo_STATE","Geo_COUNTY","Geo_COUSUB","Geo_PLACE","Geo_PLACESE","Geo_TRACT","Geo_BLKGRP","Geo_CONCIT","Geo_AIANHH","Geo_AIANHHFP","Geo_AIHHTLI","Geo_AITSCE","Geo_AITS","Geo_ANRC","Geo_CBSA","Geo_CSA","Geo_METDIV","Geo_MACC","Geo_MEMI","Geo_NECTA","Geo_CNECTA","Geo_NECTADIV","Geo_UA","Geo_UACP","Geo_CDCURR","Geo_SLDU","Geo_SLDL","Geo_VTD","Geo_ZCTA3","Geo_ZCTA5","Geo_SUBMCD","Geo_SDELM","Geo_SDSEC","Geo_SDUNI","Geo_UR","Geo_PCI","Geo_TAZ","Geo_UGA","Geo_BTTR","Geo_BTBG","Geo_PUMA5","Geo_PUMA1","SE_A00001_001","SE_A00002_001","SE_A00002_002","SE_A00002_003","SE_A01001_001","SE_A01001_002","SE_A01001_003","SE_A01001_004","SE_A01001_005","SE_A01001_006","SE_A01001_007","SE_A01001_008","SE_A01001_009","SE_A01001_010","SE_A01001_011","SE_A01001_012","SE_A01001_013","SE_A03001_001","SE_A03001_002","SE_A03001_003","SE_A03001_004","SE_A03001_005","SE_A03001_006","SE_A03001_007","SE_A03001_008","SE_A12001_001","SE_A12001_002","SE_A12001_003","SE_A12001_004","SE_A12001_005","SE_A12001_006","SE_A12001_007","SE_A12001_008","SE_A17005_001","SE_A17005_002","SE_A17005_003","SE_A14006_001","SE_A14028_001","SE_A18009_001","SE_A13003A_001","SE_A13003A_002","SE_A13003A_003","SE_A13003B_001","SE_A13003B_002","SE_A13003B_003","SE_A09005_001","SE_A09005_002","SE_A09005_009","SE_A09005_010","SE_A09005_003","SE_A09005_004","SE_A09005_005","SE_A09005_006","SE_A09005_007","SE_A09005_008","SE_A09003_001","SE_A20001_001","SE_A20001_002","SE_A20001_003","SE_A20001_004","SE_A20001_005"
"1951",37121,"05000US37121","Mitchell County","Mitchell County, North Carolina","nc",50,0,"ACSSF",73,NA,NA,NA,NA,37,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15040,15040,67.97675,221.252138619947,15040,669,747,845,507,1136,1600,1568,2014,2345,2056,966,587,15040,14502,53,64,45,0,145,231,11136,1721,3744,3580,1389,515,111,76,6534,6254,280,44186,0.4256,591,2646,481,2165,8449,1312,7137,6119,5841,5097,744,3,0,0,91,61,123,25,14928,1887,13041,6192,9534
"1952",37123,"05000US37123","Montgomery County","Montgomery County, North Carolina","nc",50,0,"ACSSF",74,NA,NA,NA,NA,37,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27338,27338,55.6188,491.524451850742,27338,1513,1465,2014,1233,2120,2904,3088,3797,3947,3197,1542,518,27338,20863,4922,113,407,5,548,480,18993,3933,6628,5637,1986,632,92,85,11078,10551,527,42346,0.4786,575,6199,1796,4403,14915,2893,12022,10455,10147,9197,950,18,15,23,81,60,111,23,26227,3552,22675,11327,14542
"1953",37125,"05000US37125","Moore County","Moore County, North Carolina","nc",50,0,"ACSSF",75,NA,NA,NA,NA,37,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95629,95629,137.0676,697.67785796691,95629,5363,6083,5514,3402,6131,10691,11031,11873,12843,12038,7286,3374,95629,79016,12120,823,1313,100,781,1476,69136,6633,15230,21771,15260,7061,1932,1249,42179,39935,2244,57899,0.4681,855,20215,3978,16237,52469,6259,46210,40986,37350,34177,3173,49,79,22,584,198,2704,24,92497,8670,83827,36507,64742
"1954",37127,"05000US37127","Nash County","Nash County, North Carolina","nc",50,0,"ACSSF",76,NA,NA,NA,NA,37,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94003,94003,173.9371,540.442571934696,94003,5286,5809,6021,3903,8331,10637,11031,13250,13441,9873,4664,1757,94003,49720,36821,608,896,40,3322,2596,64653,9439,21746,19963,9014,3346,653,492,46235,43343,2892,48362,0.4735,769,20760,4633,16127,55359,7645,47714,42118,39576,35579,3997,217,55,21,514,293,1442,22,92708,9402,83306,36028,59582
"1955",37129,"05000US37129","New Hanover County","New Hanover County, North Carolina","nc",50,0,"ACSSF",77,NA,NA,NA,NA,37,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224231,224231,1166.639,192.202601710896,224231,11314,11783,12072,7224,29171,30059,28103,28286,28792,22625,10483,4319,224231,181701,31440,473,3010,185,2524,4898,152667,10768,32914,49018,40253,13805,3545,2364,116158,109010,7148,52716,0.4917,978,41617,9105,32512,139098,25137,113961,107276,95568,87560,8008,820,162,670,1822,699,7535,20,221731,22625,199106,71036,159291
"1956",37131,"05000US37131","Northampton County","Northampton County, North Carolina","nc",50,0,"ACSSF",78,NA,NA,NA,NA,37,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20186,20186,37.61535,536.642585216611,20186,926,988,1074,639,1530,2074,1946,2647,3461,2776,1625,500,20186,8069,11408,120,45,0,91,453,15029,3088,5964,4052,1142,588,130,65,7774,7233,541,35499,0.45,701,3558,1274,2284,11082,2280,8802,6997,6600,5735,865,28,0,9,85,52,223,26,19359,2887,16472,8515,10877
"1957",37133,"05000US37133","Onslow County","Onslow County, North Carolina","nc",50,0,"ACSSF",79,NA,NA,NA,NA,37,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193912,193912,254.4974,761.940876946148,193912,17542,13048,10818,5947,43377,36014,19524,15978,14867,9930,5647,1220,193912,144450,27479,1062,4045,402,3967,12507,103180,9045,30077,42008,15357,5296,810,587,69930,63221,6709,49491,0.4034,998,46673,8863,37810,110172,13670,96502,98700,84158,71521,12637,390,270,377,8108,836,4561,21,155873,13398,142475,50817,114446
"1958",37135,"05000US37135","Orange County","Orange County, North Carolina","nc",50,0,"ACSSF",80,NA,NA,NA,NA,37,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142938,142938,359.5628,397.532726792557,142938,6593,8138,8593,5202,25469,17944,16692,18542,17401,11710,4902,1752,142938,106535,16557,784,11106,8,3707,4241,88943,6478,13182,18090,22102,16158,5130,7803,76525,73172,3353,68211,0.5194,1077,28136,2601,25535,85497,14071,71426,71547,53304,48204,5100,5087,141,1323,4379,803,6510,23,142298,10248,132050,31701,115469
"1959",37137,"05000US37137","Pamlico County","Pamlico County, North Carolina","nc",50,0,"ACSSF",81,NA,NA,NA,NA,37,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12742,12742,37.86607,336.501772208983,12742,463,554,552,402,827,1303,1308,1505,2245,2154,1079,350,12742,9699,2324,29,75,0,157,458,9944,1192,3011,3813,1205,496,79,148,5220,4806,414,44947,0.4642,706,1933,462,1471,6579,941,5638,4688,4127,3507,620,13,8,18,67,66,389,29,12045,1484,10561,5773,7550
"1960",37139,"05000US37139","Pasquotank County","Pasquotank County, North Carolina","nc",50,0,"ACSSF",82,NA,NA,NA,NA,37,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39479,39479,174.0083,226.879988633152,39479,2486,2609,2371,1309,3890,5498,4520,5048,5381,3810,1860,697,39479,23097,14418,35,662,58,207,1002,26814,3625,8466,9225,3358,1668,211,261,17476,16289,1187,48279,0.4389,864,8643,1960,6683,22279,3330,18949,16674,15486,13661,1825,61,14,62,383,198,470,28,38028,5075,32953,14379,23422
"1961",37141,"05000US37141","Pender County","Pender County, North Carolina","nc",50,0,"ACSSF",83,NA,NA,NA,NA,37,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59020,59020,67.7382,871.295589014312,59020,3349,3639,3890,2347,4197,6420,7602,8606,8631,6423,2934,982,59020,45366,8788,164,315,39,2751,1597,41598,5189,12059,13349,6949,3140,573,339,27332,25316,2016,52989,0.4735,895,13067,2560,10507,34643,5243,29400,25176,23047,20560,2487,46,86,69,158,156,1614,28,57446,6517,50929,21736,38417
"1962",37143,"05000US37143","Perquimans County","Perquimans County, North Carolina","nc",50,0,"ACSSF",84,NA,NA,NA,NA,37,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13459,13459,54.45816,247.143866303628,13459,612,694,832,441,766,1322,1322,1717,2170,2151,1102,330,13459,9903,3298,54,39,11,58,96,10114,1361,3112,3581,1422,507,59,72,5688,5305,383,45915,0.439,833,2479,556,1923,7269,1209,6060,5231,4790,4230,560,0,5,4,100,12,320,32,13305,1688,11617,6373,8393
"1963",37145,"05000US37145","Person County","Person County, North Carolina","nc",50,0,"ACSSF",85,NA,NA,NA,NA,37,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39305,39305,100.1824,392.334469503334,39305,2059,2279,2469,1558,3016,4027,5055,5482,6133,4327,2149,751,39305,26797,10497,194,168,16,720,913,27924,3813,10112,9727,3009,898,249,116,19768,18065,1703,48811,0.4414,711,8158,2759,5399,23602,3276,20326,17618,16941,15079,1862,34,17,2,178,83,363,32,38867,3572,35295,15643,24823
"1964",37147,"05000US37147","Pitt County","Pitt County, North Carolina","nc",50,0,"ACSSF",86,NA,NA,NA,NA,37,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177372,177372,271.8903,652.365993973717,177372,10441,10471,11219,6354,31998,24256,20932,20110,19652,13198,6736,2005,177372,102147,61671,564,3065,45,5703,4177,106889,11323,25219,36324,21922,8502,1960,1639,91627,83183,8444,44315,0.4926,778,37712,10501,27211,111349,28042,83307,82482,76187,68945,7242,983,118,197,1166,396,3435,21,176263,19292,156971,53521,121605
"1965",37149,"05000US37149","Polk County","Polk County, North Carolina","nc",50,0,"ACSSF",87,NA,NA,NA,NA,37,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20458,20458,86.0712,237.6869452677,20458,678,934,1143,673,1227,1761,1922,2598,3506,3223,1932,861,20458,18497,1062,16,77,4,606,196,15803,1433,4108,5248,3002,1410,351,251,9092,8617,475,48834,0.4498,828,3388,452,2936,10966,1051,9915,8428,7547,6716,831,52,11,16,132,225,445,27,20167,2015,18152,9413,13170
"1966",37151,"05000US37151","Randolph County","Randolph County, North Carolina","nc",50,0,"ACSSF",88,NA,NA,NA,NA,37,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142958,142958,182.7363,782.318670202333,142958,8098,8760,9985,6154,11331,16391,17509,20954,19563,14469,7365,2379,142958,120675,8953,662,1663,92,8103,2810,98630,18335,33355,31381,11215,3467,437,440,69457,65738,3719,45006,0.4439,672,32431,7816,24615,85234,12183,73051,63665,60193,54135,6058,271,112,26,500,608,1955,24,141697,19208,122489,52061,85281
"1967",37153,"05000US37153","Richmond County","Richmond County, North Carolina","nc",50,0,"ACSSF",89,NA,NA,NA,NA,37,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45189,45189,95.3951,473.703606348755,45189,2779,2609,3250,1820,4161,5312,5442,5988,6136,4597,2354,741,45189,28209,14351,1049,438,60,332,750,30570,6035,10681,9590,2838,1199,96,131,19230,17389,1841,36091,0.4628,642,10239,3821,6418,25886,5613,20273,17229,16327,14916,1411,22,0,0,384,95,401,22,43806,5529,38277,20377,23667
"1968",37155,"05000US37155","Robeson County","Robeson County, North Carolina","nc",50,0,"ACSSF",90,NA,NA,NA,NA,37,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133442,133442,140.8691,947.276839892695,133442,9037,10024,9038,5804,13881,16816,16233,16851,16803,11803,5169,1983,133442,38137,32092,52630,831,20,6748,2984,85658,19647,29092,25599,7772,2842,438,268,52163,47923,4240,33679,0.4891,626,33361,13441,19920,78060,19762,58298,47383,45766,41292,4474,94,19,19,351,415,719,24,131714,19745,111969,62072,61556
"1969",37157,"05000US37157","Rockingham County","Rockingham County, North Carolina","nc",50,0,"ACSSF",91,NA,NA,NA,NA,37,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91270,91270,161.3593,565.63200138379,91270,4705,5181,5458,3477,6985,9759,10719,13181,14097,10233,5317,2158,91270,69070,16858,425,583,59,2487,1788,65464,11394,22602,21679,6856,2290,369,274,42031,39463,2568,42490,0.448,658,18416,4970,13446,54342,9543,44799,38606,36355,32434,3921,50,0,39,487,182,1493,26,90156,9216,80940,37812,56672
"1970",37159,"05000US37159","Rowan County","Rowan County, North Carolina","nc",50,0,"ACSSF",92,NA,NA,NA,NA,37,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139605,139605,272.944,511.478558201814,139605,7875,8584,9374,5631,12285,16748,16840,19600,19212,13668,7146,2642,139605,107988,22399,372,1236,30,4723,2857,95856,14118,31477,32308,13081,3794,630,448,66597,61491,5106,48667,0.451,758,31017,8315,22702,81938,11967,69971,60186,56061,49940,6121,219,194,42,1113,618,1939,25,137263,16794,120469,55329,83843
"1971",37161,"05000US37161","Rutherford County","Rutherford County, North Carolina","nc",50,0,"ACSSF",93,NA,NA,NA,NA,37,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66532,66532,117.6646,565.437480019212,66532,3393,3750,3906,2928,5131,6850,7590,9432,9797,8099,3976,1680,66532,57410,6455,338,293,13,834,1189,47424,8245,15142,15844,5506,1976,440,271,28832,26422,2410,40347,0.4601,639,13660,3205,10455,38317,7141,31176,25997,24463,21298,3165,47,28,28,371,203,857,26,65558,7345,58213,29789,38591
"1972",37163,"05000US37163","Sampson County","Sampson County, North Carolina","nc",50,0,"ACSSF",94,NA,NA,NA,NA,37,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63561,63561,67.21037,945.702185492751,63561,4091,4417,4405,2747,5384,7118,7841,8472,8220,6332,3543,991,63561,40962,16030,1208,374,0,3097,1890,42517,9492,14171,13427,3878,1146,277,126,29042,26584,2458,39068,0.4817,651,15366,5607,9759,36772,8300,28472,25829,24436,21775,2661,82,0,7,368,163,773,25,62900,9732,53168,28018,33469
"1973",37165,"05000US37165","Scotland County","Scotland County, North Carolina","nc",50,0,"ACSSF",95,NA,NA,NA,NA,37,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35262,35262,110.4905,319.140493315027,35262,2202,2438,2263,1207,3478,4176,4329,4448,4761,3552,1677,731,35262,15650,13764,4039,274,17,653,865,23674,4771,8063,7165,2320,914,259,182,13808,12081,1727,35617,0.4639,662,8002,3278,4724,18987,4991,13996,11721,11201,10267,934,28,0,25,207,38,222,22,33225,3844,29381,16194,17399
"1974",37167,"05000US37167","Stanly County","Stanly County, North Carolina","nc",50,0,"ACSSF",96,NA,NA,NA,NA,37,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61114,61114,154.6698,395.125549616446,61114,3439,3601,3870,2367,5182,7251,7189,8718,8255,6762,3327,1153,61114,51312,6834,220,1173,9,514,1052,42655,6359,14813,14742,4775,1444,302,220,30160,28295,1865,49590,0.4181,712,13193,2839,10354,35197,4817,30380,27979,25981,23388,2593,99,77,23,435,148,1216,26,59742,6245,53497,22561,39618
"1975",37169,"05000US37169","Stokes County","Stokes County, North Carolina","nc",50,0,"ACSSF",97,NA,NA,NA,NA,37,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45905,45905,102.2352,449.013675739038,45905,2051,2369,2731,1769,3383,4800,5286,7094,7324,5363,2760,975,45905,42680,1963,188,173,13,273,615,33602,5529,13815,9787,3413,881,107,70,22142,20742,1400,46169,0.4293,650,8818,1866,6952,27761,3597,24164,20434,19421,18034,1387,0,22,0,71,87,833,29,45435,5895,39540,16259,29907
"1976",37171,"05000US37171","Surry County","Surry County, North Carolina","nc",50,0,"ACSSF",98,NA,NA,NA,NA,37,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72099,72099,135.0821,533.74221038862,72099,3710,4579,4322,2992,5819,7411,8502,10511,10064,8122,4117,1950,72099,65890,2719,281,435,104,1808,862,50677,10995,14834,16350,5671,2219,353,255,32109,30687,1422,41068,0.4805,620,15315,3668,11647,42130,6567,35563,30205,28753,25945,2808,165,0,19,187,213,868,25,71299,9132,62167,29411,43969
"1977",37173,"05000US37173","Swain County","Swain County, North Carolina","nc",50,0,"ACSSF",99,NA,NA,NA,NA,37,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14254,14254,27.0101,527.728505305816,14254,898,934,827,537,1201,1687,1627,1848,1964,1648,733,350,14254,9229,60,4218,47,0,114,586,9857,2141,3067,3076,1083,389,65,36,6113,5693,420,36773,0.4656,634,3160,800,2360,8310,1286,7024,5553,5159,4690,469,0,0,14,73,105,202,18,14074,3031,11043,5942,6682
"1978",37175,"05000US37175","Transylvania County","Transylvania County, North Carolina","nc",50,0,"ACSSF",100,NA,NA,NA,NA,37,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33513,33513,88.55688,378.434766493127,33513,1410,1419,1550,994,2775,3181,3181,4038,5240,5308,3053,1364,33513,30548,1523,115,111,15,736,465,25365,2900,6837,7641,4754,2362,371,500,14340,13511,829,46629,0.4327,720,5303,1545,3758,17707,2764,14943,13145,11646,10401,1245,18,0,126,264,41,1050,25,33038,4786,28252,14877,20676
"1979",37177,"05000US37177","Tyrrell County","Tyrrell County, North Carolina","nc",50,0,"ACSSF",101,NA,NA,NA,NA,37,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4119,4119,10.54058,390.775531006321,4119,117,204,147,62,285,555,409,653,811,445,330,101,4119,2251,1550,35,0,0,204,79,3304,809,1298,877,222,86,7,5,1648,1560,88,35472,0.4158,729,530,237,293,2036,357,1679,1530,1473,1174,299,6,0,0,30,0,21,30,3425,560,2865,1699,1784
"1980",37179,"05000US37179","Union County","Union County, North Carolina","nc",50,0,"ACSSF",102,NA,NA,NA,NA,37,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226694,226694,358.3029,632.688102029816,226694,13295,16861,20432,12152,19918,21923,32001,36957,25886,17279,7426,2564,226694,184834,25918,690,6151,96,3891,5114,144036,14675,35959,43240,34718,11803,2482,1159,116210,109997,6213,75397,0.4558,984,61861,7487,54374,135201,11013,124188,108117,97659,88734,8925,559,74,58,1145,852,7770,30,225679,21183,204496,55236,171673
"1981",37181,"05000US37181","Vance County","Vance County, North Carolina","nc",50,0,"ACSSF",103,NA,NA,NA,NA,37,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44482,44482,176.2375,252.398092964137,44482,2764,2597,3344,1896,3946,5035,4939,6121,6094,4617,2361,768,44482,19416,22279,744,288,28,814,913,29935,5998,11076,8994,2605,951,197,114,20511,18594,1917,37282,0.5215,687,10236,3662,6574,25952,5925,20027,17672,16556,14386,2170,53,32,0,185,96,750,24,44050,4621,39429,22157,23157
"1982",37183,"05000US37183","Wake County","Wake County, North Carolina","nc",50,0,"ACSSF",104,NA,NA,NA,NA,37,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046558,1046558,1253.63,834.821943576573,1046558,66389,71826,74459,43180,95822,154792,158740,151096,116402,70963,31135,11754,1046558,688209,212597,3675,69931,434,39465,32247,694882,50481,107053,177117,226260,98021,17895,18055,576748,551929,24819,76956,0.4446,1102,253368,32508,220860,659461,60674,598787,544089,476719,430910,45809,6715,625,1482,6553,3658,48337,25,1038477,92204,946273,230690,809734
"1983",37185,"05000US37185","Warren County","Warren County, North Carolina","nc",50,0,"ACSSF",105,NA,NA,NA,NA,37,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20033,20033,46.68402,429.118973524202,20033,857,1054,1044,736,1925,1823,2044,2517,3297,2765,1410,561,20033,8025,10162,1153,90,10,181,412,14417,2813,4909,4456,1479,521,129,110,8012,7288,724,35962,0.4874,602,3626,909,2717,10897,2146,8751,6967,6570,5747,823,7,18,0,108,72,192,28,19127,2506,16621,8865,11525
"1984",37187,"05000US37187","Washington County","Washington County, North Carolina","nc",50,0,"ACSSF",106,NA,NA,NA,NA,37,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12156,12156,35.08126,346.509787690136,12156,636,643,719,481,1291,1001,1264,1362,1985,1659,1012,103,12156,5670,5755,42,21,0,253,415,8386,1683,2998,2759,659,254,13,20,4813,4454,359,35512,0.4626,646,2396,1168,1228,6881,1319,5562,4441,4186,3693,493,0,0,88,63,17,87,25,11994,1423,10571,6234,6536
"1985",37189,"05000US37189","Watauga County","Watauga County, North Carolina","nc",50,0,"ACSSF",107,NA,NA,NA,NA,37,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54117,54117,173.2195,312.418608889308,54117,1788,2184,1783,1311,16067,5736,4977,5614,6457,4998,2392,810,54117,50824,900,355,516,78,612,832,30984,3243,6294,8558,7440,3426,634,1389,26975,24966,2009,45268,0.5047,807,6956,1365,5591,33357,11168,22189,24371,20196,18029,2167,596,23,74,1636,88,1758,20,53782,4741,49041,14457,41278
